file_name,pair,timeframe,year,source_path,target_path,status
gbpusd_h1_2021_20210916_120000_0045.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210916_120000_0045.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210916_120000_0045.png,selected_for_annotation
gbpusd_h1_2021_20210720_200000_0035.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210720_200000_0035.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210720_200000_0035.png,selected_for_annotation
gbpusd_h1_2021_20210603_100000_0027.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210603_100000_0027.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210603_100000_0027.png,selected_for_annotation
gbpusd_h1_2021_20210325_090000_0015.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210325_090000_0015.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210325_090000_0015.png,selected_for_annotation
gbpusd_h1_2021_20210615_180000_0029.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210615_180000_0029.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210615_180000_0029.png,selected_for_annotation
gbpusd_h1_2021_20210806_080000_0038.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210806_080000_0038.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210806_080000_0038.png,selected_for_annotation
gbpusd_h1_2021_20210412_220000_0018.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210412_220000_0018.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210412_220000_0018.png,selected_for_annotation
gbpusd_h1_2021_20210104_000000_0001.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210104_000000_0001.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210104_000000_0001.png,selected_for_annotation
gbpusd_h1_2021_20210302_160000_0011.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210302_160000_0011.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210302_160000_0011.png,selected_for_annotation
gbpusd_h1_2021_20210609_140000_0028.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210609_140000_0028.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210609_140000_0028.png,selected_for_annotation
gbpusd_h1_2021_20210505_140000_0022.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210505_140000_0022.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210505_140000_0022.png,selected_for_annotation
gbpusd_h1_2021_20210824_200000_0041.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210824_200000_0041.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210824_200000_0041.png,selected_for_annotation
gbpusd_h1_2021_20210224_120000_0010.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210224_120000_0010.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210224_120000_0010.png,selected_for_annotation
gbpusd_h1_2021_20210319_040000_0014.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210319_040000_0014.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210319_040000_0014.png,selected_for_annotation
gbpusd_h1_2021_20210802_040000_0037.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210802_040000_0037.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210802_040000_0037.png,selected_for_annotation
gbpusd_h1_2021_20210208_000000_0007.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210208_000000_0007.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210208_000000_0007.png,selected_for_annotation
gbpusd_h1_2021_20210114_080000_0003.png,GBPUSD,H1,2021,ai\datasets\raw\charts\GBPUSD\H1\2021\gbpusd_h1_2021_20210114_080000_0003.png,ai\datasets\annotation\samples\images\gbpusd_h1_2021_20210114_080000_0003.png,selected_for_annotation
gbpusd_h1_2022_20220523_020000_0025.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220523_020000_0025.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220523_020000_0025.png,selected_for_annotation
gbpusd_h1_2022_20220207_000000_0007.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220207_000000_0007.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220207_000000_0007.png,selected_for_annotation
gbpusd_h1_2022_20220510_180000_0023.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220510_180000_0023.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220510_180000_0023.png,selected_for_annotation
gbpusd_h1_2022_20221003_220000_0048.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20221003_220000_0048.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20221003_220000_0048.png,selected_for_annotation
gbpusd_h1_2022_20220811_100000_0039.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220811_100000_0039.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220811_100000_0039.png,selected_for_annotation
gbpusd_h1_2022_20220405_180000_0017.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220405_180000_0017.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220405_180000_0017.png,selected_for_annotation
gbpusd_h1_2022_20220113_080000_0003.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220113_080000_0003.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220113_080000_0003.png,selected_for_annotation
gbpusd_h1_2022_20220620_220000_0030.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220620_220000_0030.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220620_220000_0030.png,selected_for_annotation
gbpusd_h1_2022_20220719_180000_0035.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220719_180000_0035.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220719_180000_0035.png,selected_for_annotation
gbpusd_h1_2022_20220211_040000_0008.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220211_040000_0008.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220211_040000_0008.png,selected_for_annotation
gbpusd_h1_2022_20221014_060000_0050.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20221014_060000_0050.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20221014_060000_0050.png,selected_for_annotation
gbpusd_h1_2022_20220131_200000_0006.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220131_200000_0006.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220131_200000_0006.png,selected_for_annotation
gbpusd_h1_2022_20220725_220000_0036.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220725_220000_0036.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220725_220000_0036.png,selected_for_annotation
gbpusd_h1_2022_20220418_020000_0019.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220418_020000_0019.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220418_020000_0019.png,selected_for_annotation
gbpusd_h1_2022_20220516_220000_0024.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220516_220000_0024.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220516_220000_0024.png,selected_for_annotation
gbpusd_h1_2022_20220314_000000_0013.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220314_000000_0013.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220314_000000_0013.png,selected_for_annotation
gbpusd_h1_2022_20220125_160000_0005.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220125_160000_0005.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220125_160000_0005.png,selected_for_annotation
gbpusd_h1_2022_20220909_060000_0044.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220909_060000_0044.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220909_060000_0044.png,selected_for_annotation
gbpusd_h1_2022_20220324_090000_0015.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220324_090000_0015.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220324_090000_0015.png,selected_for_annotation
gbpusd_h1_2022_20220817_140000_0040.png,GBPUSD,H1,2022,ai\datasets\raw\charts\GBPUSD\H1\2022\gbpusd_h1_2022_20220817_140000_0040.png,ai\datasets\annotation\samples\images\gbpusd_h1_2022_20220817_140000_0040.png,selected_for_annotation
gbpusd_h1_2023_20230417_080000_0019.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230417_080000_0019.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230417_080000_0019.png,selected_for_annotation
gbpusd_h1_2023_20230131_020000_0006.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230131_020000_0006.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230131_020000_0006.png,selected_for_annotation
gbpusd_h1_2023_20230323_150000_0015.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230323_150000_0015.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230323_150000_0015.png,selected_for_annotation
gbpusd_h1_2023_20230206_060000_0007.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230206_060000_0007.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230206_060000_0007.png,selected_for_annotation
gbpusd_h1_2023_20230522_080000_0025.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230522_080000_0025.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230522_080000_0025.png,selected_for_annotation
gbpusd_h1_2023_20230411_040000_0018.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230411_040000_0018.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230411_040000_0018.png,selected_for_annotation
gbpusd_h1_2023_20230620_040000_0030.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230620_040000_0030.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230620_040000_0030.png,selected_for_annotation
gbpusd_h1_2023_20230823_010000_0041.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230823_010000_0041.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230823_010000_0041.png,selected_for_annotation
gbpusd_h1_2023_20230516_040000_0024.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230516_040000_0024.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230516_040000_0024.png,selected_for_annotation
gbpusd_h1_2023_20230228_220000_0011.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230228_220000_0011.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230228_220000_0011.png,selected_for_annotation
gbpusd_h1_2023_20230829_050000_0042.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230829_050000_0042.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230829_050000_0042.png,selected_for_annotation
gbpusd_h1_2023_20230510_000000_0023.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230510_000000_0023.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230510_000000_0023.png,selected_for_annotation
gbpusd_h1_2023_20230317_100000_0014.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230317_100000_0014.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230317_100000_0014.png,selected_for_annotation
gbpusd_h1_2023_20230914_170000_0045.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230914_170000_0045.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230914_170000_0045.png,selected_for_annotation
gbpusd_h1_2023_20230124_220000_0005.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230124_220000_0005.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230124_220000_0005.png,selected_for_annotation
gbpusd_h1_2023_20230904_090000_0043.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230904_090000_0043.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230904_090000_0043.png,selected_for_annotation
gbpusd_h1_2023_20230329_200000_0016.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230329_200000_0016.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230329_200000_0016.png,selected_for_annotation
gbpusd_h1_2023_20230719_010000_0035.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230719_010000_0035.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230719_010000_0035.png,selected_for_annotation
gbpusd_h1_2023_20230908_130000_0044.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230908_130000_0044.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230908_130000_0044.png,selected_for_annotation
gbpusd_h1_2023_20230313_060000_0013.png,GBPUSD,H1,2023,ai\datasets\raw\charts\GBPUSD\H1\2023\gbpusd_h1_2023_20230313_060000_0013.png,ai\datasets\annotation\samples\images\gbpusd_h1_2023_20230313_060000_0013.png,selected_for_annotation
gbpusd_h1_2024_20240409_230000_0018.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240409_230000_0018.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240409_230000_0018.png,selected_for_annotation
gbpusd_h1_2024_20240822_000000_0041.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240822_000000_0041.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240822_000000_0041.png,selected_for_annotation
gbpusd_h1_2024_20240913_190000_0045.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240913_190000_0045.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240913_190000_0045.png,selected_for_annotation
gbpusd_h1_2024_20240724_000000_0036.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240724_000000_0036.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240724_000000_0036.png,selected_for_annotation
gbpusd_h1_2024_20240322_090000_0015.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240322_090000_0015.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240322_090000_0015.png,selected_for_annotation
gbpusd_h1_2024_20240909_150000_0044.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240909_150000_0044.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240909_150000_0044.png,selected_for_annotation
gbpusd_h1_2024_20240426_110000_0021.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240426_110000_0021.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240426_110000_0021.png,selected_for_annotation
gbpusd_h1_2024_20240118_120000_0004.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240118_120000_0004.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240118_120000_0004.png,selected_for_annotation
gbpusd_h1_2024_20240920_000000_0046.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240920_000000_0046.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240920_000000_0046.png,selected_for_annotation
gbpusd_h1_2024_20240112_080000_0003.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240112_080000_0003.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240112_080000_0003.png,selected_for_annotation
gbpusd_h1_2024_20241002_100000_0048.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20241002_100000_0048.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20241002_100000_0048.png,selected_for_annotation
gbpusd_h1_2024_20240527_070000_0026.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240527_070000_0026.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240527_070000_0026.png,selected_for_annotation
gbpusd_h1_2024_20241014_200000_0050.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20241014_200000_0050.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20241014_200000_0050.png,selected_for_annotation
gbpusd_h1_2024_20240124_160000_0005.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240124_160000_0005.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240124_160000_0005.png,selected_for_annotation
gbpusd_h1_2024_20240318_050000_0014.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240318_050000_0014.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240318_050000_0014.png,selected_for_annotation
gbpusd_h1_2024_20240815_190000_0040.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240815_190000_0040.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240815_190000_0040.png,selected_for_annotation
gbpusd_h1_2024_20240926_050000_0047.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240926_050000_0047.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240926_050000_0047.png,selected_for_annotation
gbpusd_h1_2024_20240701_070000_0032.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240701_070000_0032.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240701_070000_0032.png,selected_for_annotation
gbpusd_h1_2024_20240809_140000_0039.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240809_140000_0039.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240809_140000_0039.png,selected_for_annotation
gbpusd_h1_2024_20240612_190000_0029.png,GBPUSD,H1,2024,ai\datasets\raw\charts\GBPUSD\H1\2024\gbpusd_h1_2024_20240612_190000_0029.png,ai\datasets\annotation\samples\images\gbpusd_h1_2024_20240612_190000_0029.png,selected_for_annotation
gbpusd_h1_2025_20250901_070000_0042.png,GBPUSD,H1,2025,ai\datasets\raw\charts\GBPUSD\H1\2025\gbpusd_h1_2025_20250901_070000_0042.png,ai\datasets\annotation\samples\images\gbpusd_h1_2025_20250901_070000_0042.png,selected_for_annotation
gbpusd_h1_2025_20250620_200000_0030.png,GBPUSD,H1,2025,ai\datasets\raw\charts\GBPUSD\H1\2025\gbpusd_h1_2025_20250620_200000_0030.png,ai\datasets\annotation\samples\images\gbpusd_h1_2025_20250620_200000_0030.png,selected_for_annotation
