image_id,file_name,pair,timeframe,year,start_datetime,end_datetime,session,news_category,trend,volatility,source,status,notes
GBPUSD_H1_2020_20200228_200000_0011,gbpusd_h1_2020_20200228_200000_0011.png,GBPUSD,H1,2020,2020-02-28 20:00:00,2020-03-05 23:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200306_000000_0012,gbpusd_h1_2020_20200306_000000_0012.png,GBPUSD,H1,2020,2020-03-06 00:00:00,2020-03-12 03:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200312_040000_0013,gbpusd_h1_2020_20200312_040000_0013.png,GBPUSD,H1,2020,2020-03-12 04:00:00,2020-03-18 08:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200318_090000_0014,gbpusd_h1_2020_20200318_090000_0014.png,GBPUSD,H1,2020,2020-03-18 09:00:00,2020-03-24 13:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200324_140000_0015,gbpusd_h1_2020_20200324_140000_0015.png,GBPUSD,H1,2020,2020-03-24 14:00:00,2020-03-30 18:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200330_190000_0016,gbpusd_h1_2020_20200330_190000_0016.png,GBPUSD,H1,2020,2020-03-30 19:00:00,2020-04-03 22:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200403_230000_0017,gbpusd_h1_2020_20200403_230000_0017.png,GBPUSD,H1,2020,2020-04-03 23:00:00,2020-04-10 02:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200410_030000_0018,gbpusd_h1_2020_20200410_030000_0018.png,GBPUSD,H1,2020,2020-04-10 03:00:00,2020-04-16 06:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200416_070000_0019,gbpusd_h1_2020_20200416_070000_0019.png,GBPUSD,H1,2020,2020-04-16 07:00:00,2020-04-22 10:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200422_110000_0020,gbpusd_h1_2020_20200422_110000_0020.png,GBPUSD,H1,2020,2020-04-22 11:00:00,2020-04-28 14:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200428_150000_0021,gbpusd_h1_2020_20200428_150000_0021.png,GBPUSD,H1,2020,2020-04-28 15:00:00,2020-05-04 18:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200504_190000_0022,gbpusd_h1_2020_20200504_190000_0022.png,GBPUSD,H1,2020,2020-05-04 19:00:00,2020-05-08 22:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200508_230000_0023,gbpusd_h1_2020_20200508_230000_0023.png,GBPUSD,H1,2020,2020-05-08 23:00:00,2020-05-15 02:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200515_030000_0024,gbpusd_h1_2020_20200515_030000_0024.png,GBPUSD,H1,2020,2020-05-15 03:00:00,2020-05-21 06:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200521_070000_0025,gbpusd_h1_2020_20200521_070000_0025.png,GBPUSD,H1,2020,2020-05-21 07:00:00,2020-05-27 10:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200527_110000_0026,gbpusd_h1_2020_20200527_110000_0026.png,GBPUSD,H1,2020,2020-05-27 11:00:00,2020-06-02 14:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200602_150000_0027,gbpusd_h1_2020_20200602_150000_0027.png,GBPUSD,H1,2020,2020-06-02 15:00:00,2020-06-08 18:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200608_190000_0028,gbpusd_h1_2020_20200608_190000_0028.png,GBPUSD,H1,2020,2020-06-08 19:00:00,2020-06-12 22:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200612_230000_0029,gbpusd_h1_2020_20200612_230000_0029.png,GBPUSD,H1,2020,2020-06-12 23:00:00,2020-06-19 02:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200619_030000_0030,gbpusd_h1_2020_20200619_030000_0030.png,GBPUSD,H1,2020,2020-06-19 03:00:00,2020-06-25 06:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200625_070000_0031,gbpusd_h1_2020_20200625_070000_0031.png,GBPUSD,H1,2020,2020-06-25 07:00:00,2020-07-01 10:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200701_110000_0032,gbpusd_h1_2020_20200701_110000_0032.png,GBPUSD,H1,2020,2020-07-01 11:00:00,2020-07-07 14:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200707_150000_0033,gbpusd_h1_2020_20200707_150000_0033.png,GBPUSD,H1,2020,2020-07-07 15:00:00,2020-07-13 18:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200713_190000_0034,gbpusd_h1_2020_20200713_190000_0034.png,GBPUSD,H1,2020,2020-07-13 19:00:00,2020-07-17 22:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200717_230000_0035,gbpusd_h1_2020_20200717_230000_0035.png,GBPUSD,H1,2020,2020-07-17 23:00:00,2020-07-24 02:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200724_030000_0036,gbpusd_h1_2020_20200724_030000_0036.png,GBPUSD,H1,2020,2020-07-24 03:00:00,2020-07-30 06:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200730_070000_0037,gbpusd_h1_2020_20200730_070000_0037.png,GBPUSD,H1,2020,2020-07-30 07:00:00,2020-08-05 10:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200805_110000_0038,gbpusd_h1_2020_20200805_110000_0038.png,GBPUSD,H1,2020,2020-08-05 11:00:00,2020-08-11 14:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200811_150000_0039,gbpusd_h1_2020_20200811_150000_0039.png,GBPUSD,H1,2020,2020-08-11 15:00:00,2020-08-17 18:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200817_190000_0040,gbpusd_h1_2020_20200817_190000_0040.png,GBPUSD,H1,2020,2020-08-17 19:00:00,2020-08-21 22:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200821_230000_0041,gbpusd_h1_2020_20200821_230000_0041.png,GBPUSD,H1,2020,2020-08-21 23:00:00,2020-08-28 02:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200828_030000_0042,gbpusd_h1_2020_20200828_030000_0042.png,GBPUSD,H1,2020,2020-08-28 03:00:00,2020-09-03 06:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200903_070000_0043,gbpusd_h1_2020_20200903_070000_0043.png,GBPUSD,H1,2020,2020-09-03 07:00:00,2020-09-09 10:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200909_110000_0044,gbpusd_h1_2020_20200909_110000_0044.png,GBPUSD,H1,2020,2020-09-09 11:00:00,2020-09-15 14:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200915_150000_0045,gbpusd_h1_2020_20200915_150000_0045.png,GBPUSD,H1,2020,2020-09-15 15:00:00,2020-09-21 18:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200921_190000_0046,gbpusd_h1_2020_20200921_190000_0046.png,GBPUSD,H1,2020,2020-09-21 19:00:00,2020-09-25 22:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20200925_230000_0047,gbpusd_h1_2020_20200925_230000_0047.png,GBPUSD,H1,2020,2020-09-25 23:00:00,2020-10-02 02:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20201002_030000_0048,gbpusd_h1_2020_20201002_030000_0048.png,GBPUSD,H1,2020,2020-10-02 03:00:00,2020-10-08 06:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20201008_070000_0049,gbpusd_h1_2020_20201008_070000_0049.png,GBPUSD,H1,2020,2020-10-08 07:00:00,2020-10-14 10:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2020_20201014_110000_0050,gbpusd_h1_2020_20201014_110000_0050.png,GBPUSD,H1,2020,2020-10-14 11:00:00,2020-10-20 14:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2020_RAW.csv
GBPUSD_H1_2021_20210104_000000_0001,gbpusd_h1_2021_20210104_000000_0001.png,GBPUSD,H1,2021,2021-01-04 00:00:00,2021-01-08 03:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210108_040000_0002,gbpusd_h1_2021_20210108_040000_0002.png,GBPUSD,H1,2021,2021-01-08 04:00:00,2021-01-14 07:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210114_080000_0003,gbpusd_h1_2021_20210114_080000_0003.png,GBPUSD,H1,2021,2021-01-14 08:00:00,2021-01-20 11:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210120_120000_0004,gbpusd_h1_2021_20210120_120000_0004.png,GBPUSD,H1,2021,2021-01-20 12:00:00,2021-01-26 15:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210126_160000_0005,gbpusd_h1_2021_20210126_160000_0005.png,GBPUSD,H1,2021,2021-01-26 16:00:00,2021-02-01 19:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210201_200000_0006,gbpusd_h1_2021_20210201_200000_0006.png,GBPUSD,H1,2021,2021-02-01 20:00:00,2021-02-05 23:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210208_000000_0007,gbpusd_h1_2021_20210208_000000_0007.png,GBPUSD,H1,2021,2021-02-08 00:00:00,2021-02-12 03:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210212_040000_0008,gbpusd_h1_2021_20210212_040000_0008.png,GBPUSD,H1,2021,2021-02-12 04:00:00,2021-02-18 07:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210218_080000_0009,gbpusd_h1_2021_20210218_080000_0009.png,GBPUSD,H1,2021,2021-02-18 08:00:00,2021-02-24 11:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210224_120000_0010,gbpusd_h1_2021_20210224_120000_0010.png,GBPUSD,H1,2021,2021-02-24 12:00:00,2021-03-02 15:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210302_160000_0011,gbpusd_h1_2021_20210302_160000_0011.png,GBPUSD,H1,2021,2021-03-02 16:00:00,2021-03-08 19:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210308_200000_0012,gbpusd_h1_2021_20210308_200000_0012.png,GBPUSD,H1,2021,2021-03-08 20:00:00,2021-03-12 23:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210315_000000_0013,gbpusd_h1_2021_20210315_000000_0013.png,GBPUSD,H1,2021,2021-03-15 00:00:00,2021-03-19 03:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210319_040000_0014,gbpusd_h1_2021_20210319_040000_0014.png,GBPUSD,H1,2021,2021-03-19 04:00:00,2021-03-25 08:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210325_090000_0015,gbpusd_h1_2021_20210325_090000_0015.png,GBPUSD,H1,2021,2021-03-25 09:00:00,2021-03-31 13:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210331_140000_0016,gbpusd_h1_2021_20210331_140000_0016.png,GBPUSD,H1,2021,2021-03-31 14:00:00,2021-04-06 17:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210406_180000_0017,gbpusd_h1_2021_20210406_180000_0017.png,GBPUSD,H1,2021,2021-04-06 18:00:00,2021-04-12 21:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210412_220000_0018,gbpusd_h1_2021_20210412_220000_0018.png,GBPUSD,H1,2021,2021-04-12 22:00:00,2021-04-19 01:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210419_020000_0019,gbpusd_h1_2021_20210419_020000_0019.png,GBPUSD,H1,2021,2021-04-19 02:00:00,2021-04-23 05:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210423_060000_0020,gbpusd_h1_2021_20210423_060000_0020.png,GBPUSD,H1,2021,2021-04-23 06:00:00,2021-04-29 09:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210429_100000_0021,gbpusd_h1_2021_20210429_100000_0021.png,GBPUSD,H1,2021,2021-04-29 10:00:00,2021-05-05 13:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210505_140000_0022,gbpusd_h1_2021_20210505_140000_0022.png,GBPUSD,H1,2021,2021-05-05 14:00:00,2021-05-11 17:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210511_180000_0023,gbpusd_h1_2021_20210511_180000_0023.png,GBPUSD,H1,2021,2021-05-11 18:00:00,2021-05-17 21:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210517_220000_0024,gbpusd_h1_2021_20210517_220000_0024.png,GBPUSD,H1,2021,2021-05-17 22:00:00,2021-05-24 01:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210524_020000_0025,gbpusd_h1_2021_20210524_020000_0025.png,GBPUSD,H1,2021,2021-05-24 02:00:00,2021-05-28 05:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210528_060000_0026,gbpusd_h1_2021_20210528_060000_0026.png,GBPUSD,H1,2021,2021-05-28 06:00:00,2021-06-03 09:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210603_100000_0027,gbpusd_h1_2021_20210603_100000_0027.png,GBPUSD,H1,2021,2021-06-03 10:00:00,2021-06-09 13:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210609_140000_0028,gbpusd_h1_2021_20210609_140000_0028.png,GBPUSD,H1,2021,2021-06-09 14:00:00,2021-06-15 17:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210615_180000_0029,gbpusd_h1_2021_20210615_180000_0029.png,GBPUSD,H1,2021,2021-06-15 18:00:00,2021-06-21 23:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210622_000000_0030,gbpusd_h1_2021_20210622_000000_0030.png,GBPUSD,H1,2021,2021-06-22 00:00:00,2021-06-28 03:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210628_040000_0031,gbpusd_h1_2021_20210628_040000_0031.png,GBPUSD,H1,2021,2021-06-28 04:00:00,2021-07-02 07:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210702_080000_0032,gbpusd_h1_2021_20210702_080000_0032.png,GBPUSD,H1,2021,2021-07-02 08:00:00,2021-07-08 11:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210708_120000_0033,gbpusd_h1_2021_20210708_120000_0033.png,GBPUSD,H1,2021,2021-07-08 12:00:00,2021-07-14 15:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210714_160000_0034,gbpusd_h1_2021_20210714_160000_0034.png,GBPUSD,H1,2021,2021-07-14 16:00:00,2021-07-20 19:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210720_200000_0035,gbpusd_h1_2021_20210720_200000_0035.png,GBPUSD,H1,2021,2021-07-20 20:00:00,2021-07-26 23:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210727_000000_0036,gbpusd_h1_2021_20210727_000000_0036.png,GBPUSD,H1,2021,2021-07-27 00:00:00,2021-08-02 03:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210802_040000_0037,gbpusd_h1_2021_20210802_040000_0037.png,GBPUSD,H1,2021,2021-08-02 04:00:00,2021-08-06 07:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210806_080000_0038,gbpusd_h1_2021_20210806_080000_0038.png,GBPUSD,H1,2021,2021-08-06 08:00:00,2021-08-12 11:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210812_120000_0039,gbpusd_h1_2021_20210812_120000_0039.png,GBPUSD,H1,2021,2021-08-12 12:00:00,2021-08-18 15:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210818_160000_0040,gbpusd_h1_2021_20210818_160000_0040.png,GBPUSD,H1,2021,2021-08-18 16:00:00,2021-08-24 19:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210824_200000_0041,gbpusd_h1_2021_20210824_200000_0041.png,GBPUSD,H1,2021,2021-08-24 20:00:00,2021-08-30 23:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210831_000000_0042,gbpusd_h1_2021_20210831_000000_0042.png,GBPUSD,H1,2021,2021-08-31 00:00:00,2021-09-06 03:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210906_040000_0043,gbpusd_h1_2021_20210906_040000_0043.png,GBPUSD,H1,2021,2021-09-06 04:00:00,2021-09-10 07:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210910_080000_0044,gbpusd_h1_2021_20210910_080000_0044.png,GBPUSD,H1,2021,2021-09-10 08:00:00,2021-09-16 11:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
GBPUSD_H1_2021_20210916_120000_0045,gbpusd_h1_2021_20210916_120000_0045.png,GBPUSD,H1,2021,2021-09-16 12:00:00,2021-09-22 15:00:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H1_2021_RAW.csv
